Cx Lat,Cx Long,Store Name,# of Deliveries
37.808398,-122.299844,Kitava (Temescal),1
37.808414,-122.273254,Kitava (Temescal),1
37.808419992,-122.244070061,Kitava (Temescal),2
37.808443,-122.217239,Kitava (Temescal),1
37.808452,-122.239848,Kitava (Temescal),2
37.808499997,-122.29604004,Kitava (Temescal),1
37.8085,-122.21728,Kitava (Temescal),2
37.808524976,-122.263900051,Kitava (Temescal),4
37.80853,-122.2639,Kitava (Temescal),3
37.808534,-122.189895,Kitava (Temescal),1
37.808543,-122.217705,Kitava (Temescal),1
37.808555989,-122.254460016,Kitava (Albany),1
37.808567,-122.228788,Kitava (Temescal),2
37.808598,-122.214645,Kitava (Temescal),1
37.808611,-122.237855,Kitava (Temescal),1
37.808662,-122.207016,Kitava (Temescal),2
37.80869,-122.20807,Kitava (Temescal),1
37.808692,-122.23072,Kitava (Temescal),4
37.808711,-122.268073,Kitava (Albany),1
37.808711,-122.268073,Kitava (Temescal),3
37.808713,-122.221796,Kitava (Temescal),1
37.808722998,-122.223526016,Kitava (Temescal),1
37.808745964,-122.268220084,Kitava (Temescal),1
37.80876,-122.24032,Kitava (Temescal),4
37.808763,-122.236551,Kitava (Temescal),2
37.808794,-122.253128,Kitava (Temescal),3
37.808818,-122.266809,Kitava (Temescal),1
37.808828,-122.269124,Kitava (Temescal),1
37.808853,-122.223562,Kitava (Temescal),8
37.808873,-122.211335,Kitava (Temescal),4
37.80888699,-122.232040018,Kitava (Temescal),2
37.808906981,-122.255970016,Kitava (Temescal),1
37.808914,-122.22269,Kitava (Temescal),1
37.808928,-122.269095,Kitava (Temescal),1
37.808952,-122.189598,Kitava (Temescal),1
37.808956,-122.229503,Kitava (Temescal),1
37.808999,-122.263565,Kitava (Temescal),1
37.809034,-122.238313,Kitava (Temescal),3
37.809038,-122.254873,Kitava (Temescal),5
37.809049976,-122.255320083,Kitava (Temescal),1
37.80907,-122.24631,Kitava (Temescal),3
37.809085976,-122.271540072,Kitava (Temescal),15
37.809085976,-122.252830071,Kitava (Temescal),1
37.809113,-122.23499,Kitava (Temescal),1
37.809124,-122.19068,Kitava (Temescal),2
37.809161958,-122.252450036,Kitava (Temescal),1
37.809216,-122.250114,Kitava (Temescal),1
37.809234,-122.230989,Kitava (Temescal),6
37.809239994,-122.271370003,Kitava (Albany),1
37.809253992,-122.271420043,Kitava (Temescal),1
37.809321969,-122.297930075,Kitava (Temescal),1
37.809458,-122.208671,Kitava (Temescal),1
37.809494,-122.20842,Kitava (Temescal),1
37.809501,-122.211443,Kitava (Temescal),1
37.809544,-122.212425,Kitava (Temescal),1
37.809553,-122.236124,Kitava (Temescal),1
37.809597,-122.217279,Kitava (Temescal),1
37.809609971,-122.257020017,Kitava (Temescal),1
37.809653976,-122.26932507,Kitava (Albany),1
37.809653976,-122.26932507,Kitava (Temescal),2
37.809677,-122.257126,Kitava (Temescal),1
37.809677,-122.253586,Kitava (Temescal),2
37.80968,-122.240091,Kitava (Temescal),8
37.809746,-122.283936,Kitava (Temescal),1
37.809749991,-122.255905056,Kitava (Temescal),1
37.809783979,-122.256560018,Kitava (Temescal),1
37.809783979,-122.253820058,Kitava (Temescal),1
37.809813,-122.234507,Kitava (Temescal),2
37.809834,-122.269447,Kitava (Temescal),6
37.809842,-122.269428,Kitava (Albany),1
37.809842,-122.269428,Kitava (Temescal),11
37.809849,-122.26943,Kitava (Temescal),2
37.809859961,-122.251330046,Kitava (Temescal),1
37.80988,-122.258995,Kitava (Temescal),3
37.80989,-122.25471,Kitava (Temescal),2
37.809916,-122.255053,Kitava (Temescal),5
37.809917,-122.23012,Kitava (Temescal),1
37.809922,-122.224905,Kitava (Temescal),6
37.809928,-122.242077,Kitava (Temescal),1
37.809955,-122.25343,Kitava (Temescal),3
37.810004968,-122.25798008,Kitava (Temescal),1
37.810049,-122.227705,Kitava (Temescal),1
37.810049979,-122.264480079,Kitava (Temescal),1
37.810053,-122.213573,Kitava (Temescal),8
37.810074,-122.243416,Kitava (Temescal),2
37.8101,-122.2693,Kitava (Temescal),3
37.810119968,-122.272320008,Kitava (Temescal),8
37.810139959,-122.256540069,Kitava (Temescal),1
37.810158,-122.2557,Kitava (Temescal),1
37.810158,-122.250709,Kitava (Temescal),1
37.810171,-122.21185,Kitava (Temescal),1
37.810219964,-122.252550032,Kitava (Temescal),4
37.81024,-122.21185,Kitava (Temescal),5
37.810249971,-122.255370039,Kitava (Temescal),1
37.81025,-122.299659,Kitava (Temescal),8
37.81025,-122.230848,Kitava (Temescal),1
37.81025697,-122.26587005,Kitava (Temescal),1
37.810262,-122.228252,Kitava (Temescal),2
37.81027,-122.22156,Kitava (Temescal),2
37.810279978,-122.255646056,Kitava (Temescal),1
37.81029,-122.25889,Kitava (Temescal),4
37.810295,-122.257805,Kitava (Temescal),1
37.810303,-122.27406,Kitava (Temescal),11
37.810313967,-122.265970046,Kitava (Albany),1
37.810313967,-122.265970046,Kitava (Temescal),2
37.81034,-122.266,Kitava (Temescal),1
37.810356,-122.29638,Kitava (Temescal),1
37.810368,-122.235288,Kitava (Temescal),1
37.810383,-122.250305,Kitava (Temescal),4
37.810391,-122.283391,Kitava (Temescal),13
37.810391,-122.224293,Kitava (Temescal),1
37.810425,-122.2539,Kitava (Temescal),2
37.810442,-122.286051,Kitava (Temescal),1
37.81053,-122.258026,Kitava (Temescal),1
37.81054,-122.25804,Kitava (Temescal),1
37.81055,-122.25996,Kitava (Temescal),1
37.81057,-122.20839,Kitava (Temescal),1
37.810574,-122.224594,Kitava (Temescal),1
37.810596,-122.27023,Kitava (Temescal),3
37.810608,-122.29668,Kitava (Temescal),2
37.810622,-122.184919,Kitava (Temescal),1
37.810722,-122.28098,Kitava (Temescal),2
37.810738971,-122.253496014,Kitava (Temescal),5
37.810756993,-122.271330021,Kitava (Temescal),1
37.81077,-122.259094,Kitava (Temescal),1
37.810777,-122.240211,Kitava (Temescal),4
37.81078,-122.27132,Kitava (Temescal),1
37.810787,-122.21259,Kitava (Temescal),1
37.810801961,-122.25553005,Kitava (Temescal),2
37.810824,-122.250917,Kitava (Temescal),3
37.810889,-122.284074,Kitava (Temescal),1
37.810906,-122.284377,Kitava (Temescal),12
37.81093,-122.25862,Kitava (Temescal),2
37.810936,-122.21231,Kitava (Temescal),1
37.810977981,-122.252530083,Kitava (Temescal),1
37.81098,-122.257545,Kitava (Temescal),1
37.811049,-122.239492,Kitava (Temescal),2
37.81107,-122.23898,Kitava (Temescal),3
37.811076972,-122.246130081,Kitava (Temescal),2
37.811179985,-122.267030021,Kitava (Temescal),2
37.81121,-122.25846,Kitava (Temescal),1
37.81122596,-122.246740032,Kitava (Temescal),1
37.81124,-122.255264,Kitava (Temescal),3
37.81128,-122.29825,Kitava (Temescal),1
37.811297,-122.222053,Kitava (Temescal),1
37.811306,-122.27139,Kitava (Temescal),1
37.81131,-122.2491,Kitava (Temescal),1
37.811331,-122.244743,Kitava (Temescal),2
37.811336,-122.271864,Kitava (Temescal),2
37.81135,-122.2232,Kitava (Temescal),1
37.81137499,-122.293495042,Kitava (Temescal),1
37.811376,-122.22967,Kitava (Temescal),1
37.811382,-122.25412,Kitava (Temescal),1
37.811385,-122.283015,Kitava (Temescal),2
37.811471,-122.264514,Kitava (Temescal),4
37.811484961,-122.292920044,Kitava (Temescal),1
37.811485,-122.29286,Kitava (Temescal),1
37.811504,-122.2125,Kitava (Temescal),2
37.811512,-122.24562,Kitava (Temescal),3
37.81157997,-122.252930067,Kitava (Temescal),3
37.811613,-122.220261,Kitava (Temescal),1
37.811615,-122.258736,Kitava (Temescal),1
37.81162,-122.29214,Kitava (Temescal),1
37.811626,-122.29257,Kitava (Temescal),1
37.811626,-122.27678,Kitava (Temescal),1
37.81164296,-122.264815019,Kitava (Temescal),2
37.811653,-122.217247,Kitava (Temescal),2
37.81166,-122.25481,Kitava (Temescal),1
37.811672,-122.265044,Kitava (Temescal),2
37.811677,-122.255551,Kitava (Temescal),2
37.81168,-122.254935,Kitava (Temescal),4
37.811684,-122.21274,Kitava (Temescal),1
37.8117,-122.2422,Kitava (Temescal),1
37.811707,-122.2646,Kitava (Temescal),3
37.811709973,-122.264626008,Kitava (Temescal),1
37.811712,-122.264842,Kitava (Temescal),1
37.811746,-122.265002,Kitava (Temescal),2
37.81175,-122.211075,Kitava (Temescal),1
37.811752,-122.262375,Kitava (Temescal),1
37.81179396,-122.253006008,Kitava (Temescal),6
37.811805988,-122.267610049,Kitava (Temescal),1
37.811813,-122.21784,Kitava (Temescal),1
37.811824973,-122.292750059,Kitava (Temescal),1
37.811825,-122.29383,Kitava (Temescal),1
37.81187,-122.26767,Kitava (Temescal),1
37.811975,-122.244473,Kitava (Temescal),3
37.81199,-122.22342,Kitava (Temescal),1
37.812,-122.22336,Kitava (Temescal),1
37.812004,-122.252785,Kitava (Temescal),1
37.81202,-122.256794,Kitava (Albany),1
37.81202,-122.256794,Kitava (Temescal),1
37.812023,-122.25328,Kitava (Albany),1
37.812023,-122.25328,Kitava (Temescal),14
37.812027,-122.259056,Kitava (Temescal),1
37.812053966,-122.253235001,Kitava (Temescal),1
37.812056984,-122.251816029,Kitava (Temescal),1
37.812064989,-122.259060005,Kitava (Temescal),1
37.812072,-122.205954,Kitava (Temescal),4
37.812103,-122.25298,Kitava (Temescal),1
37.812109999,-122.252140073,Kitava (Temescal),2
37.812114987,-122.257990055,Kitava (Temescal),1
37.81212,-122.263922,Kitava (Temescal),2
37.81217,-122.26393,Kitava (Temescal),3
37.812183,-122.27624,Kitava (Temescal),1
37.812183,-122.206476,Kitava (Temescal),2
37.81219,-122.243034,Kitava (Temescal),1
37.812191,-122.238709,Kitava (Temescal),1
37.812211,-122.257802,Kitava (Temescal),1
37.812216953,-122.265826776,Kitava (Temescal),1
37.812227,-122.298551,Kitava (Temescal),2
37.812237,-122.25902,Kitava (Temescal),1
37.812244,-122.29849,Kitava (Temescal),1
37.812249,-122.22803,Kitava (Temescal),1
37.812252,-122.256485,Kitava (Temescal),2
37.812262969,-122.255460061,Kitava (Temescal),1
37.812304962,-122.264060061,Kitava (Temescal),13
37.812305,-122.26406,Kitava (Temescal),2
37.81231,-122.2652,Kitava (Temescal),2
37.81232,-122.228676,Kitava (Temescal),2
37.812332,-122.24476,Kitava (Temescal),1
37.812339999,-122.265175022,Kitava (Temescal),1
37.81234,-122.26517,Kitava (Temescal),7
37.812347,-122.2541,Kitava (Temescal),1
37.81236,-122.24035,Kitava (Temescal),2
37.8124,-122.209236,Kitava (Temescal),1
37.81241,-122.25196,Kitava (Temescal),5
37.812415981,-122.24542005,Kitava (Temescal),1
37.812433,-122.284087,Kitava (Temescal),2
37.812441,-122.247162,Kitava (Temescal),2
37.812446994,-122.252160022,Kitava (Temescal),3
37.812462,-122.245506,Kitava (Temescal),1
37.81247,-122.199163,Kitava (Temescal),1
37.81249,-122.231482,Kitava (Temescal),2
37.812496,-122.25563,Kitava (Temescal),8
37.812516,-122.232384,Kitava (Temescal),1
37.812526999,-122.255650079,Kitava (Temescal),1
37.812543972,-122.262027031,Kitava (Temescal),21
37.812565,-122.301489,Kitava (Temescal),1
37.812575991,-122.243590029,Kitava (Temescal),1
37.812583996,-122.267640056,Kitava (Temescal),1
37.81259,-122.24502,Kitava (Temescal),3
37.812599964,-122.253440022,Kitava (Temescal),5
37.8126,-122.267506,Kitava (Temescal),3
37.81263,-122.23622,Kitava (Temescal),4
37.812658,-122.211914,Kitava (Temescal),1
37.812659978,-122.245070022,Kitava (Temescal),3
37.812675,-122.24369,Kitava (Temescal),1
37.81269,-122.24293,Kitava (Temescal),1
37.812694972,-122.257744046,Kitava (Temescal),3
37.812706,-122.26768,Kitava (Temescal),4
37.812744,-122.21859,Kitava (Temescal),1
37.81276,-122.21404,Kitava (Temescal),1
37.812769,-122.235128,Kitava (Temescal),1
37.812787,-122.243632,Kitava (Temescal),1
37.812843,-122.196815,Kitava (Temescal),1
37.81287,-122.28844,Kitava (Temescal),2
37.812871083,-122.25624731,Kitava (Temescal),1
37.812876,-122.234845,Kitava (Temescal),2
37.812926983,-122.262660032,Kitava (Temescal),17
37.812927,-122.26266,Kitava (Temescal),3
37.812958,-122.24342,Kitava (Temescal),4
37.812978,-122.240469,Kitava (Temescal),5
37.812978993,-122.280519018,Kitava (Temescal),1
37.812982,-122.240458,Kitava (Temescal),13
37.813003971,-122.243680051,Kitava (Temescal),14
37.813026,-122.30111,Kitava (Temescal),4
37.813027,-122.243379,Kitava (Temescal),1
37.81304,-122.226095,Kitava (Temescal),1
37.813069979,-122.280624043,Kitava (Temescal),2
37.813089,-122.298408,Kitava (Temescal),1
37.81308997,-122.207580032,Kitava (Temescal),1
37.813103,-122.24716,Kitava (Temescal),1
37.81311,-122.291697,Kitava (Temescal),2
37.81311,-122.264435,Kitava (Temescal),3
37.81311,-122.25287,Kitava (Temescal),1
37.813119,-122.262578,Kitava (Temescal),19
37.813145,-122.25738,Kitava (Temescal),2
37.813146967,-122.262643017,Kitava (Temescal),2
37.813163,-122.118488,Kitava (Temescal),5
37.81322,-122.25945,Kitava (Temescal),1
37.813225,-122.24314,Kitava (Temescal),3
37.813247968,-122.243210077,Kitava (Temescal),2
37.813254967,-122.281624004,Kitava (Temescal),2
37.813273994,-122.24855002,Kitava (Temescal),1
37.813282,-122.241576,Kitava (Temescal),4
37.813334973,-122.251280006,Kitava (Temescal),1
37.813391,-122.250024,Kitava (Temescal),4
37.813392,-122.116441,Kitava (Temescal),1
37.813423,-122.25546,Kitava (Temescal),2
37.813423,-122.12333,Kitava (Temescal),1
37.813476962,-122.284360025,Kitava (Temescal),1
37.81347998,-122.242030073,Kitava (Temescal),3
37.81349997,-122.290886007,Kitava (Temescal),20
37.8135,-122.29665,Kitava (Temescal),1
37.813512,-122.257913,Kitava (Temescal),1
37.813528,-122.237925,Kitava (Temescal),2
37.813547,-122.198592,Kitava (Temescal),1
37.813561,-122.246444,Kitava (Temescal),1
37.813579,-122.283666,Kitava (Temescal),5
37.813595,-122.27865,Kitava (Temescal),2
37.81362,-122.253784,Kitava (Temescal),1
37.813649965,-122.263725037,Kitava (Temescal),2
37.813656,-122.26374,Kitava (Temescal),2
37.813656,-122.263735,Kitava (Temescal),1
37.81366698,-122.293900056,Kitava (Temescal),1
37.813668,-122.235035,Kitava (Temescal),2
37.813697,-122.278761,Kitava (Temescal),1
37.813713,-122.226992,Kitava (Temescal),8
37.81372,-122.23557,Kitava (Temescal),4
37.813721,-122.26373,Kitava (Temescal),3
37.81374,-122.26138,Kitava (Temescal),1
37.813747,-122.227038,Kitava (Temescal),1
37.813773975,-122.256930079,Kitava (Temescal),5
37.813774,-122.1973,Kitava (Temescal),1
37.813786,-122.253456,Kitava (Temescal),4
37.813793,-122.22505,Kitava (Temescal),2
37.813809975,-122.266050009,Kitava (Temescal),6
37.813873,-122.25649,Kitava (Temescal),17
37.813901,-122.207856,Kitava (Temescal),1
37.81391,-122.297485,Kitava (Temescal),1
37.81392,-122.24279,Kitava (Temescal),2
37.81399893,-122.263417617,Kitava (Temescal),11
37.814035,-122.215359,Kitava (Temescal),4
37.814037,-122.24373,Kitava (Temescal),6
37.814048,-122.244404,Kitava (Temescal),12
37.814074969,-122.243690025,Kitava (Temescal),1
37.814082974,-122.268080022,Kitava (Temescal),1
37.814082974,-122.244354039,Kitava (Temescal),1
37.814123,-122.292145,Kitava (Temescal),1
37.814137,-122.258934,Kitava (Temescal),13
37.814149987,-122.251915019,Kitava (Temescal),1
37.814163,-122.241905,Kitava (Temescal),2
37.814186,-122.25598,Kitava (Temescal),11
37.814228,-122.26582,Kitava (Temescal),1
37.814229992,-122.244440038,Kitava (Temescal),1
37.814269974,-122.253210023,Kitava (Temescal),2
37.81427999,-122.243195074,Kitava (Temescal),1
37.814303963,-122.254380053,Kitava (Temescal),2
37.814304,-122.20654,Kitava (Temescal),2
37.814307,-122.227206,Kitava (Temescal),1
37.81432,-122.25444,Kitava (Temescal),1
37.814384,-122.253174,Kitava (Temescal),1
37.814421,-122.297962,Kitava (Temescal),2
37.814472,-122.20381,Kitava (Temescal),1
37.814529,-122.252867,Kitava (Albany),1
37.814529,-122.252867,Kitava (Temescal),19
37.814545,-122.26595,Kitava (Temescal),1
37.814545,-122.23151,Kitava (Temescal),1
37.814552,-122.214167,Kitava (Temescal),1
37.814587,-122.27475,Kitava (Temescal),1
37.814594,-122.225407,Kitava (Temescal),1
37.814625,-122.25518,Kitava (Temescal),1
37.814629977,-122.251790045,Kitava (Temescal),1
37.814629977,-122.246925021,Kitava (Temescal),12
37.814661,-122.294632,Kitava (Albany),1
37.814661,-122.294632,Kitava (Temescal),28
37.814701,-122.245806,Kitava (Temescal),2
37.814704995,-122.256935025,Kitava (Temescal),4
37.814739,-122.293888,Kitava (Temescal),1
37.81474,-122.21577,Kitava (Temescal),3
37.814747,-122.28618,Kitava (Temescal),2
37.814763,-122.24382,Kitava (Temescal),1
37.81479,-122.215805,Kitava (Temescal),1
37.814804,-122.248079,Kitava (Temescal),3
37.814827,-122.24809,Kitava (Temescal),1
37.81483,-122.25993,Kitava (Temescal),1
37.814854,-122.2502,Kitava (Temescal),2
37.814866,-122.294804,Kitava (Temescal),1
37.814902975,-122.255790057,Kitava (Temescal),3
37.814902975,-122.250160016,Kitava (Temescal),4
37.81494,-122.27991,Kitava (Temescal),1
37.814957,-122.25548,Kitava (Temescal),2
37.814973,-122.247345,Kitava (Albany),1
37.814973,-122.247345,Kitava (Temescal),7
37.8149932,-122.264346,Kitava (Temescal),1
37.815044,-122.279954,Kitava (Temescal),4
37.815057,-122.241873,Kitava (Temescal),1
37.8151,-122.2524,Kitava (Temescal),1
37.815102,-122.280068,Kitava (Temescal),1
37.815113,-122.2691,Kitava (Temescal),1
37.815113,-122.25699,Kitava (Temescal),2
37.81513,-122.25032,Kitava (Temescal),1
37.81514,-122.25032,Kitava (Temescal),1
37.815156,-122.259947,Kitava (Temescal),2
37.815202,-122.260032,Kitava (Temescal),5
37.815206,-122.247176,Kitava (Temescal),5
37.81525,-122.26359,Kitava (Albany),1
37.81525,-122.26359,Kitava (Temescal),25
37.815276976,-122.26374004,Kitava (Temescal),6
37.81528498,-122.267680038,Kitava (Temescal),24
37.815292,-122.26762,Kitava (Temescal),1
37.815296,-122.2446,Kitava (Temescal),1
37.815297,-122.249706,Kitava (Temescal),1
37.815314,-122.22864,Kitava (Temescal),1
37.815329,-122.245993,Kitava (Temescal),1
37.81533,-122.278786,Kitava (Temescal),2
37.81533,-122.20811,Kitava (Temescal),1
37.815353,-122.275970075,Kitava (Temescal),1
37.815356981,-122.263750015,Kitava (Temescal),10
37.815384,-122.253845,Kitava (Temescal),22
37.815395,-122.230402,Kitava (Temescal),1
37.815403,-122.2572,Kitava (Temescal),1
37.815407,-122.23507,Kitava (Temescal),1
37.815425964,-122.25386004,Kitava (Temescal),3
37.815453,-122.2456,Kitava (Temescal),5
37.8154871,-122.2593625,Kitava (Temescal),3
37.815508,-122.24834,Kitava (Temescal),5
37.815517,-122.2606,Kitava (Temescal),1
37.81561,-122.288795,Kitava (Temescal),1
37.81561,-122.239845,Kitava (Temescal),4
37.81565,-122.24357,Kitava (Temescal),6
37.815653025,-122.288231691,Kitava (Temescal),4
37.815661998,-122.255410021,Kitava (Temescal),1
37.815704,-122.25735,Kitava (Temescal),1
37.815744,-122.279906,Kitava (Temescal),1
37.815769999,-122.268570028,Kitava (Temescal),5
37.815772,-122.261112,Kitava (Temescal),2
37.815807,-122.25693,Kitava (Temescal),1
37.815865,-122.25636,Kitava (Temescal),1
37.815886,-122.259797,Kitava (Temescal),2
37.815929968,-122.256270004,Kitava (Temescal),1
37.815933,-122.24695,Kitava (Temescal),1
37.815947,-122.257724,Kitava (Albany),1
37.815949,-122.23344,Kitava (Temescal),1
37.815956,-122.244194,Kitava (Temescal),4
37.815958,-122.275216,Kitava (Temescal),3
37.816004,-122.254511,Kitava (Temescal),3
37.816004,-122.245866,Kitava (Temescal),4
37.816006,-122.241005,Kitava (Temescal),1
37.816007,-122.254536,Kitava (Temescal),3
37.816037,-122.254275,Kitava (Temescal),6
37.816046,-122.241071,Kitava (Temescal),1
37.816067,-122.24645,Kitava (Temescal),1
37.816115962,-122.28369006,Kitava (Temescal),1
37.816131,-122.275706,Kitava (Temescal),1
37.816168,-122.28108,Kitava (Temescal),1
37.816174,-122.27938,Kitava (Temescal),1
37.816196,-122.28864,Kitava (Albany),1
37.816196,-122.28864,Kitava (Temescal),2
37.816225,-122.281195,Kitava (Temescal),1
37.816254,-122.24421,Kitava (Temescal),3
37.816308,-122.233992,Kitava (Temescal),2
37.816369976,-122.256440073,Kitava (Temescal),1
37.816412,-122.256375,Kitava (Temescal),1
37.816417435,-122.256882164,Kitava (Temescal),2
37.816432966,-122.258156016,Kitava (Temescal),1
37.816439,-122.238569,Kitava (Temescal),4
37.816442,-122.267573,Kitava (Albany),3
37.816442,-122.267573,Kitava (Temescal),2
37.816442,-122.238567,Kitava (Temescal),1
37.816489963,-122.25960508,Kitava (Temescal),2
37.816589959,-122.29000004,Kitava (Temescal),2
37.81661,-122.28992,Kitava (Temescal),2
37.81661,-122.246325,Kitava (Temescal),4
37.8166429,-122.2847309,Kitava (Temescal),1
37.816657,-122.253137,Kitava (Temescal),1
37.816657978,-122.256800076,Kitava (Temescal),1
37.816684968,-122.24821005,Kitava (Temescal),5
37.816723,-122.25556,Kitava (Temescal),1
37.81677,-122.217186,Kitava (Temescal),7
37.816795,-122.26333,Kitava (Temescal),1
37.816846,-122.255432,Kitava (Temescal),1
37.816863,-122.265129,Kitava (Temescal),1
37.81687,-122.24225,Kitava (Temescal),1
37.816873,-122.281691,Kitava (Temescal),1
37.816883,-122.25533,Kitava (Temescal),4
37.816885,-122.225453,Kitava (Temescal),1
37.816925,-122.25634,Kitava (Temescal),1
37.817005,-122.25756,Kitava (Temescal),9
37.817013,-122.248516,Kitava (Temescal),1
37.817024,-122.250404,Kitava (Temescal),3
37.81704,-122.25505,Kitava (Temescal),2
37.817055,-122.243254,Kitava (Temescal),1
37.81706,-122.234359,Kitava (Temescal),1
37.81707,-122.264824,Kitava (Temescal),1
37.81709698,-122.258410072,Kitava (Temescal),4
37.817112,-122.28131,Kitava (Temescal),1
37.817164,-122.244231,Kitava (Temescal),7
37.817192,-122.246842,Kitava (Temescal),1
37.81721,-122.262245,Kitava (Temescal),1
37.817256,-122.237354,Kitava (Temescal),1
37.817257,-122.254135,Kitava (Temescal),2
37.817309964,-122.245020065,Kitava (Temescal),1
37.81732,-122.2274,Kitava (Temescal),2
37.817326,-122.26223,Kitava (Temescal),3
37.817357,-122.231983,Kitava (Temescal),2
37.81736,-122.24414,Kitava (Temescal),7
37.817365,-122.23198,Kitava (Temescal),1
37.81739,-122.23859,Kitava (Temescal),1
37.817412978,-122.251030058,Kitava (Temescal),1
37.817413,-122.24857,Kitava (Albany),1
37.817413,-122.24857,Kitava (Temescal),3
37.817474,-122.284229,Kitava (Temescal),1
37.817485984,-122.255270043,Kitava (Temescal),4
37.817513,-122.217399,Kitava (Temescal),1
37.817529989,-122.254170002,Kitava (Temescal),1
37.817539,-122.284607,Kitava (Temescal),1
37.817547,-122.24764,Kitava (Temescal),2
37.817577,-122.2542,Kitava (Temescal),1
37.817582,-122.244856,Kitava (Temescal),2
37.817627,-122.268411,Kitava (Temescal),1
37.817677,-122.23496,Kitava (Temescal),11
37.817681,-122.240915,Kitava (Temescal),2
37.817687988,-122.259290004,Kitava (Temescal),4
37.8177,-122.25928,Kitava (Temescal),3
37.81771,-122.274666,Kitava (Temescal),1
37.817733,-122.284029,Kitava (Temescal),1
37.817764,-122.19668,Kitava (Temescal),1
37.817771975,-122.250694027,Kitava (Temescal),1
37.817802,-122.251656,Kitava (Temescal),3
37.817815,-122.243487,Kitava (Temescal),3
37.817818,-122.28539,Kitava (Temescal),1
37.817829978,-122.214770028,Kitava (Temescal),3
37.817883,-122.269035,Kitava (Temescal),2
37.817889992,-122.285170052,Kitava (Temescal),1
37.81789,-122.28517,Kitava (Temescal),1
37.817904996,-122.284410065,Kitava (Temescal),1
37.817911209,-122.214687232,Kitava (Temescal),23
37.817921,-122.271961,Kitava (Temescal),1
37.817936,-122.259268,Kitava (Temescal),1
37.817997,-122.25078,Kitava (Temescal),2
37.817999,-122.245732,Kitava (Temescal),3
37.818044,-122.24091,Kitava (Temescal),1
37.818089984,-122.258050069,Kitava (Temescal),1
37.8181,-122.259834,Kitava (Temescal),1
37.818155,-122.215425,Kitava (Temescal),6
37.818207,-122.244675,Kitava (Temescal),1
37.81823,-122.25436,Kitava (Temescal),1
37.818267974,-122.255600039,Kitava (Temescal),1
37.818295,-122.250885,Kitava (Temescal),1
37.818336,-122.268036,Kitava (Temescal),1
37.818348,-122.24978,Kitava (Temescal),1
37.81838,-122.266212,Kitava (Temescal),2
37.81843,-122.259153,Kitava (Temescal),3
37.81844697,-122.271570079,Kitava (Temescal),1
37.81845,-122.25805,Kitava (Temescal),1
37.818453,-122.24925,Kitava (Temescal),1
37.818494,-122.249311,Kitava (Temescal),3
37.8185123,-122.2839465,Kitava (Temescal),1
37.818546,-122.24882,Kitava (Temescal),1
37.81857,-122.242247,Kitava (Temescal),1
37.818576973,-122.267500078,Kitava (Temescal),1
37.81858,-122.26504,Kitava (Temescal),1
37.818596,-122.2509,Kitava (Albany),1
37.818596,-122.2509,Kitava (Temescal),10
37.818599981,-122.254430009,Kitava (Temescal),16
37.818607,-122.249664,Kitava (Temescal),1
37.81861,-122.267494,Kitava (Temescal),2
37.81862299,-122.261870038,Kitava (Temescal),2
37.818645,-122.28191,Kitava (Temescal),1
37.818672,-122.25897,Kitava (Temescal),1
37.818701373,-122.239499475,Kitava (Temescal),1
37.818709994,-122.267470071,Kitava (Temescal),1
37.81872,-122.23947,Kitava (Temescal),3
37.818752,-122.223145,Kitava (Temescal),2
37.81880999,-122.251160061,Kitava (Temescal),1
37.81881,-122.237084,Kitava (Temescal),2
37.818823,-122.221282,Kitava (Temescal),1
37.81883,-122.26414,Kitava (Temescal),1
37.818844,-122.24832,Kitava (Albany),1
37.818844,-122.24832,Kitava (Temescal),5
37.818873,-122.202068,Kitava (Temescal),2
37.818907,-122.202033,Kitava (Temescal),1
37.81892,-122.260751,Kitava (Temescal),1
37.818964476,-122.262555518,Kitava (Temescal),1
37.818965,-122.265004,Kitava (Temescal),22
37.818973,-122.233645,Kitava (Temescal),1
37.819016,-122.25942,Kitava (Temescal),1
37.81905998,-122.264880063,Kitava (Temescal),2
37.819076995,-122.282875003,Kitava (Temescal),1
37.819084,-122.282845,Kitava (Temescal),1
37.819115,-122.27293,Kitava (Temescal),3
37.819136,-122.225428,Kitava (Temescal),1
37.819162,-122.246261,Kitava (Temescal),1
37.81917,-122.256134,Kitava (Temescal),2
37.819179967,-122.256130027,Kitava (Temescal),1
37.819211,-122.252217,Kitava (Temescal),2
37.819243,-122.235893,Kitava (Temescal),1
37.819294,-122.25638,Kitava (Temescal),2
37.819343959,-122.252230011,Kitava (Temescal),2
37.819348,-122.266722,Kitava (Temescal),1
37.81938,-122.24882,Kitava (Temescal),1
37.819383,-122.277916,Kitava (Temescal),5
37.819386,-122.265495,Kitava (Temescal),2
37.819389976,-122.25207503,Kitava (Temescal),2
37.819395,-122.198663,Kitava (Temescal),2
37.819416,-122.226006,Kitava (Temescal),1
37.81944,-122.257639,Kitava (Temescal),1
37.819485112,-122.225976793,Kitava (Temescal),2
37.819504941,-122.21915778,Kitava (Temescal),4
37.819523,-122.25062,Kitava (Temescal),1
37.81953997,-122.210030062,Kitava (Temescal),1
37.819552,-122.252296,Kitava (Temescal),4
37.819557,-122.27561,Kitava (Temescal),2
37.819568,-122.219144,Kitava (Temescal),1
